key,en,ko,ar,ja,source
"Verified Korean hospitals and clinics with multilingual interpreter support — Hangang Medical Center, Songpa, Sinchon and more, JCI-accredited.","Verified Korean hospitals and clinics with multilingual interpreter support — Hangang Medical Center, Songpa, Sinchon and more, JCI-accredited.","JCI·다국어 통역이 가능한 검증된 한국 상급종합병원·전문 클리닉 — 한강·송파·신촌 등.","مستشفيات وعيادات كورية موثّقة مع دعم ترجمة متعدّد اللغات — Hangang Medical Center، وSongpa، وSinchon وغيرها، معتمدة من JCI.","多言語通訳に対応した認証済みの韓国の病院・クリニック — サムスンソウル病院、ソウルアサン病院、セブランス病院など、JCI認証取得。","ui"
"Back","Back","뒤로","رجوع","戻る","ui"
"Explore verified hospitals and clinics with international patient support.","Explore verified hospitals and clinics with international patient support.","국제 환자 지원이 가능한 검증된 병원·클리닉을 둘러보세요.","استكشف مستشفيات وعيادات موثّقة مع دعم للمرضى الدوليين.","外国人患者サポートに対応した認証済みの病院・クリニックをご覧ください。","ui"
"Specialty","Specialty","전문영역","التخصّص","専門分野","ui"
"All specialties","All specialties","전체 전문영역","جميع التخصّصات","すべての専門分野","ui"
"Location","Location","지역","الموقع","地域","ui"
"All locations","All locations","전체 지역","جميع المواقع","すべての地域","ui"
"Languages","Languages","통역 언어","لغات الترجمة","対応言語","ui"
"All languages","All languages","전체 언어","جميع اللغات","すべての言語","ui"
"English support","English support","영어 지원","دعم اللغة الإنجليزية","英語対応","ui"
"International ward","International ward","국제 병동","جناح دولي","国際病棟","ui"
"VIEW PROVIDER","VIEW PROVIDER","병원 보기","عرض المستشفى","病院を見る","ui"
"No providers match your filters.","No providers match your filters.","조건에 맞는 병원이 없습니다.","لا توجد مستشفيات مطابقة لعوامل التصفية.","条件に一致する病院がありません。","ui"
"Provider not found.","Provider not found.","병원을 찾을 수 없습니다.","المستشفى غير موجود.","病院が見つかりませんでした。","ui"
"Back to Providers","Back to Providers","파트너 병원으로","العودة إلى المستشفيات","提携病院一覧へ","ui"
"reviews","reviews","리뷰","تقييمات","レビュー","ui"
"Accreditation","Accreditation","인증","الاعتماد","認証","ui"
"CareBridge coordinator","CareBridge coordinator","CareBridge 전담 코디네이터","منسّق CareBridge المخصص","CareBridge 専任コーディネーター","ui"
"photo","photo","사진","صورة","写真","ui"
"VIEW ALL","VIEW ALL","전체 보기","عرض الكل","すべて見る","ui"
"Hospital photos/GIFs are replaced with real images when admin data is connected.","Hospital photos/GIFs are replaced with real images when admin data is connected.","※ 병원 사진·GIF는 어드민 등록 데이터 연동 시 실제 병원 이미지로 표기됩니다.","※ يتم استبدال صور المستشفى/الصور المتحركة بصور حقيقية عند ربط بيانات لوحة الإدارة.","※ 病院の写真・GIFは、管理者登録データ連携時に実際の病院画像に置き換えられます。","ui"
"Overview","Overview","병원 개요","نظرة عامة","病院概要","ui"
"About","About","병원 소개","عن المستشفى","病院紹介","ui"
"Trust & safety","Trust & safety","신뢰와 안전","الثقة والأمان","信頼と安全","ui"
"Departments","Departments","진료과","الأقسام الطبية","診療科","ui"
"Treatments","Treatments","시술","الإجراءات","施術","ui"
"View treatment","View treatment","시술 상세","تفاصيل الإجراء","施術詳細","ui"
"Saved","Saved","관심시술에 담김","تمت الإضافة إلى المفضلة","お気に入りに追加済み","ui"
"Save","Save","관심시술 담기","إضافة إلى المفضلة","お気に入りに追加","ui"
"Patient nationality and review date appear when admin data is connected.","Patient nationality and review date appear when admin data is connected.","※ 환자 국적·리뷰 등록일은 어드민 등록 데이터 연동 시 표기됩니다.","※ تظهر جنسية المريض وتاريخ التقييم عند ربط بيانات لوحة الإدارة.","※ 患者の国籍・レビュー投稿日は、管理者登録データ連携時に表示されます。","ui"
"Book a visit","Book a visit","예약 신청","حجز زيارة","予約を申し込む","ui"
"Pick a treatment and request a booking — a coordinator confirms the schedule and interpretation with this hospital.","Pick a treatment and request a booking — a coordinator confirms the schedule and interpretation with this hospital.","원하는 시술을 골라 예약을 신청하면, 전담 코디네이터가 이 병원과 일정·통역을 조율해 드립니다.","اختر إجراءً واطلب الحجز — يتولى المنسّق تأكيد الموعد والترجمة مع هذا المستشفى.","ご希望の施術を選んで予約を申し込むと、専任コーディネーターがこの病院と日程・通訳を調整いたします。","ui"
"Request a booking","Request a booking","예약 신청","طلب حجز","予約を申し込む","ui"
"Hospital info","Hospital info","병원 정보","معلومات المستشفى","病院情報","ui"
"Rating","Rating","평점","التقييم","評価","ui"
"Hospital photo gallery","Hospital photo gallery","병원 사진 전체 보기","معرض صور المستشفى","病院写真をすべて見る","ui"
"Close","Close","닫기","إغلاق","閉じる","ui"
"A dedicated coordinator arranges everything around your schedule.","A dedicated coordinator arranges everything around your schedule.","전담 코디네이터가 일정에 맞춰 모든 준비를 도와드립니다.","يتولى منسّق مخصص ترتيب كل شيء وفقًا لجدولك.","専任コーディネーターがお客様のご都合に合わせてすべての準備をお手伝いします。","ui"
"Talk to a coordinator","Talk to a coordinator","상담 신청","طلب استشارة","相談を申し込む","ui"
"Company","Company","회사소개","عن الشركة","会社紹介","ui"
"Contact Us","Contact Us","문의하기","تواصل معنا","お問い合わせ","ui"
"Talk to a CareBridge Global coordinator.","Talk to a CareBridge Global coordinator.","CareBridge Global 코디네이터에게 문의하세요.","تواصل مع منسّق CareBridge Global.","CareBridge Global コーディネーターにお問い合わせください。","ui"
"Checkups, procedures, scheduling — we reply within 24 hours.","Checkups, procedures, scheduling — we reply within 24 hours.","검진·시술·일정 무엇이든 24시간 내 답변드립니다.","الفحوصات والإجراءات والمواعيد — نرد خلال 24 ساعة.","検診・施術・日程など、どんなことでも24時間以内にご返答します。","ui"
"Message received","Message received","접수되었습니다","تم استلام الرسالة","受付が完了しました","ui"
"We'll be in touch shortly.","We'll be in touch shortly.","곧 연락드리겠습니다.","سنتواصل معك قريبًا.","まもなくご連絡いたします。","ui"
"Hospital category","Hospital category","병원 구분","تصنيف المستشفى","病院区分","ui"
"Select","Select","선택하세요","اختر","選択してください","ui"
"Message","Message","문의사항","الرسالة","お問い合わせ内容","ui"
"FAQs on checkups, Revital, payment and refunds.","FAQs on checkups, Revital, payment and refunds.","건강검진·리바이탈·결제·환불 자주 묻는 질문.","الأسئلة الشائعة حول الفحوصات وRevital والدفع والاسترداد.","健康診断・Revital・お支払い・返金に関するよくある質問。","ui"
"Frequently asked questions","Frequently asked questions","자주 묻는 질문","الأسئلة الشائعة","よくある質問","ui"
"Guides and insights on medical travel to Korea.","Guides and insights on medical travel to Korea.","한국 의료관광 가이드와 인사이트.","أدلة ورؤى حول السياحة العلاجية إلى كوريا.","韓国医療ツーリズムのガイドとインサイト。","ui"
"Insights & Guides","Insights & Guides","블로그","المدونة","ブログ","ui"
"Blog","Blog","블로그","المدونة","ブログ","ui"
"Sign in","Sign in","로그인","تسجيل الدخول","ログイン","ui"
"Create account","Create account","회원가입","إنشاء حساب","会員登録","ui"
"Manage your reservations and checkup history.","Manage your reservations and checkup history.","예약과 검진 내역을 관리하세요.","إدارة حجوزاتك وسجل فحوصاتك.","予約と検診履歴を管理しましょう。","ui"
"Continue with Google","Continue with Google","Google로 계속","المتابعة باستخدام Google","Googleで続ける","ui"
"Continue with Apple","Continue with Apple","Apple로 계속","المتابعة باستخدام Apple","Appleで続ける","ui"
"No account? ","No account? ","계정이 없으신가요? ","ليس لديك حساب؟ ","アカウントをお持ちでないですか？ ","ui"
"Have an account? ","Have an account? ","이미 계정이 있으신가요? ","لديك حساب بالفعل؟ ","すでにアカウントをお持ちですか？ ","ui"
"Sign up","Sign up","회원가입","إنشاء حساب","会員登録","ui"
"Prototype — demo auth","Prototype — demo auth","프로토타입 — 데모 인증 (서드파티 동일인 식별·자체가입 정책은 논의 필요)","نموذج أولي — مصادقة تجريبية","プロトタイプ — デモ認証","ui"
"Terms of Service","Terms of Service","이용약관","شروط الخدمة","利用規約","ui"
"Placeholder terms for the prototype demo. Full terms at launch.","Placeholder terms for the prototype demo. Full terms at launch.","본 약관은 프로토타입 데모용 자리표시자입니다. 정식 약관은 출시 시 제공됩니다.","شروط مؤقتة للنموذج التجريبي. تُتاح الشروط الكاملة عند الإطلاق.","本規約はプロトタイプデモ用の仮のものです。正式な規約はリリース時に提供されます。","ui"
"This document is a placeholder for the prototype demo. Full terms will be provided at launch.","This document is a placeholder for the prototype demo. Full terms will be provided at launch.","본 문서는 프로토타입 데모용 자리표시자입니다. 실제 약관은 정식 출시 시 제공됩니다.","هذا المستند مؤقت للنموذج التجريبي. سيتم توفير الشروط الكاملة عند الإطلاق.","本ドキュメントはプロトタイプデモ用の仮のものです。実際の規約は正式リリース時に提供されます。","ui"
"Page not found.","Page not found.","페이지를 찾을 수 없습니다.","الصفحة غير موجودة.","ページが見つかりませんでした。","ui"
"Back home","Back home","홈으로","العودة إلى الرئيسية","ホームへ","ui"
"Recommended","Recommended","추천순","الموصى به","おすすめ順","ui"
"Price","Price","금액순","السعر","価格順","ui"
"Most booked","Most booked","예약 많은 순","الأكثر حجزًا","予約が多い順","ui"
"Most reviewed","Most reviewed","리뷰 많은 순","الأكثر تقييمًا","レビューが多い順","ui"
"Browse treatments at accredited Korean hospitals — bilingual descriptions, transparent pricing.","Browse treatments at accredited Korean hospitals — bilingual descriptions, transparent pricing.","한국 인증 병원의 시술을 둘러보세요 — 이중언어 설명·투명한 가격.","تصفّح الإجراءات في المستشفيات الكورية المعتمدة — أوصاف ثنائية اللغة وأسعار شفافة.","認証を受けた韓国の病院の施術をご覧ください — 二言語対応の説明・透明な価格。","ui"
"Browse every treatment across our partner hospitals — bilingual descriptions, transparent pricing, hospital details on each card.","Browse every treatment across our partner hospitals — bilingual descriptions, transparent pricing, hospital details on each card.","파트너 병원의 모든 시술 — 이중언어 설명, 투명한 가격, 카드마다 병원 정보.","تصفّح جميع الإجراءات لدى مستشفياتنا الشريكة — أوصاف ثنائية اللغة وأسعار شفافة ومعلومات المستشفى على كل بطاقة.","提携病院のすべての施術をご覧ください — 二言語対応の説明、透明な価格、カードごとの病院情報。","ui"
"Search treatments, hospitals, specialties","Search treatments, hospitals, specialties","시술·병원·진료과 검색","ابحث عن الإجراءات والمستشفيات والتخصصات","施術・病院・診療科を検索","ui"
"Category","Category","진료과","القسم الطبي","診療科","ui"
"No treatments match your filters.","No treatments match your filters.","조건에 맞는 시술이 없습니다.","لا توجد إجراءات مطابقة لعوامل التصفية.","条件に一致する施術がありません。","ui"
"All treatments","All treatments","시술 목록","قائمة الإجراءات","施術一覧","ui"
"BEFORE","BEFORE","비포","قبل","ビフォー","ui"
"Options","Options","옵션 항목","الخيارات","オプション項目","ui"
"How the day(s) flow","How the day(s) flow","진행 순서","سير الإجراء","当日の流れ","ui"
"Prepare before you arrive","Prepare before you arrive","도착 전 준비사항","الاستعدادات قبل الوصول","来院前の準備事項","ui"
"Good to know","Good to know","안내사항","معلومات مفيدة","ご案内事項","ui"
"Other treatments you may like","Other treatments you may like","함께 둘러보면 좋은 시술","إجراءات أخرى قد تعجبك","あわせてご覧いただきたい施術","ui"
"Your rate","Your rate","케어브릿지 가격","سعر CareBridge","CareBridge価格","ui"
"List ","List ","정가 ","السعر الأصلي ","定価 ","ui"
"CareBridge rate","CareBridge rate","케어브릿지 금액","سعر CareBridge","CareBridge価格","ui"
"How many bookings do you need?","How many bookings do you need?","몇 명의 예약이 필요한가요?","كم عدد الحجوزات التي تحتاجها؟","何名分の予約が必要ですか？","ui"
"Bookings","Bookings","예약 수","عدد الحجوزات","予約数","ui"
"Saved — View saved","Saved — View saved","관심시술에 담김 · 보기","تمت الإضافة إلى المفضلة · عرض","お気に入りに追加済み · 見る","ui"
"Book this treatment now","Book this treatment now","예약 신청","طلب حجز","予約を申し込む","ui"
"Performed at","Performed at","진료 병원","المستشفى المعالِج","施術病院","ui"
"Treatment not found.","Treatment not found.","시술을 찾을 수 없습니다.","الإجراء غير موجود.","施術が見つかりません。","ui"
"Back to list","Back to list","목록으로","العودة إلى القائمة","一覧に戻る","ui"
"Reservations submitted","Reservations submitted","예약 신청이 접수되었습니다","تم تقديم طلب الحجز","予約申請を受け付けました","ui"
"Each reservation will be confirmed by the hospital separately.","Each reservation will be confirmed by the hospital separately.","각 예약은 병원별로 개별 확인됩니다.","يتم تأكيد كل حجز من قِبل المستشفى بشكل منفصل.","各予約は病院ごとに個別に確認されます。","ui"
"Waiting for hospital","Waiting for hospital","병원 확인 대기중","في انتظار تأكيد المستشفى","病院確認待ち","ui"
"CareBridge price ","CareBridge price ","케어브릿지 금액 ","سعر CareBridge ","CareBridge料金 ","ui"
"Date TBD","Date TBD","희망일 미정","التاريخ غير محدد","希望日未定","ui"
"Name not provided","Name not provided","고객명 미입력","الاسم غير مُدخَل","お名前未入力","ui"
"View all reservations","View all reservations","예약 내역 보기","عرض جميع الحجوزات","予約履歴を見る","ui"
"Booking request","Booking request","예약 신청","طلب حجز","予約申請","ui"
"Your entries autosave as a draft in My bookings.","Your entries autosave as a draft in My bookings.","작성 내용은 자동 저장되며, 마이페이지에 임시저장 상태로 보관됩니다.","تُحفَظ مدخلاتك تلقائيًا كمسودة في حجوزاتي.","入力内容は自動保存され、マイページに一時保存されます。","ui"
"Who is this booking for?","Who is this booking for?","예약자","لمن هذا الحجز؟","予約者","ui"
"For myself","For myself","본인 예약","لنفسي","本人予約","ui"
"For someone else","For someone else","대리 예약","لشخص آخر","代理予約","ui"
"Full name (passport)","Full name (passport)","성함(여권 영문)","الاسم الكامل (كما في جواز السفر)","お名前（パスポート英字）","ui"
"Phone","Phone","연락처","رقم الهاتف","連絡先","ui"
"Date of birth","Date of birth","생년월일","تاريخ الميلاد","生年月日","ui"
"Gender","Gender","성별","الجنس","性別","ui"
"Citizenship","Citizenship","국적","الجنسية","国籍","ui"
"Korean nationals: national health insurance guidance applies.","Korean nationals: national health insurance guidance applies.","국적이 한국인 경우 건강보험 안내가 별도로 적용됩니다.","المواطنون الكوريون: تنطبق إرشادات التأمين الصحي الوطني.","韓国国籍の場合、健康保険に関するご案内が別途適用されます。","ui"
"Passport no. (optional)","Passport no. (optional)","여권번호 (선택)","رقم جواز السفر (اختياري)","パスポート番号（任意）","ui"
"Interpreter language","Interpreter language","통역 필요 언어","لغة المترجم الفوري","通訳が必要な言語","ui"
"Medical & surgical history","Medical & surgical history","병력·수술 이력","التاريخ الطبي والجراحي","既往歴・手術歴","ui"
"Current medications","Current medications","복용 중인 약","الأدوية الحالية","服用中のお薬","ui"
"Allergies","Allergies","알레르기","الحساسية","アレルギー","ui"
"Memo (optional)","Memo (optional)","메모(선택)","ملاحظة (اختياري)","メモ（任意）","ui"
"Options (selection required)","Options (selection required)","옵션 항목 (선택 필수)","الخيارات (الاختيار مطلوب)","オプション項目（選択必須）","ui"
"Hospital reservation","Hospital reservation","병원 예약 정보","حجز المستشفى","病院予約情報","ui"
"Preferred date (1st)","Preferred date (1st)","예약 희망일 1지망","التاريخ المفضل (الأول)","予約希望日（第1希望）","ui"
"Time (1st)","Time (1st)","시간대 1지망","الوقت (الأول)","時間帯（第1希望）","ui"
"Preferred date (2nd)","Preferred date (2nd)","예약 희망일 2지망","التاريخ المفضل (الثاني)","予約希望日（第2希望）","ui"
"Time (2nd)","Time (2nd)","시간대 2지망","الوقت (الثاني)","時間帯（第2希望）","ui"
"Stay in Korea","Stay in Korea","한국 체류 일정","الإقامة في كوريا","韓国滞在スケジュール","ui"
"Arrival in Korea","Arrival in Korea","한국 입국 예정일","الوصول إلى كوريا","韓国入国予定日","ui"
"Departure from Korea","Departure from Korea","한국 출국 예정일","المغادرة من كوريا","韓国出国予定日","ui"
"Add-ons (optional)","Add-ons (optional)","부가 서비스 (선택)","خدمات إضافية (اختياري)","付加サービス（任意）","ui"
"I need hotel booking assistance","I need hotel booking assistance","호텔 예약 도움이 필요합니다","أحتاج إلى مساعدة في حجز الفندق","ホテル予約のサポートが必要です","ui"
"I need airport pickup assistance","I need airport pickup assistance","공항 픽업 도움이 필요합니다","أحتاج إلى مساعدة في الاستقبال من المطار","空港送迎のサポートが必要です","ui"
"You can edit from My bookings after submitting.","You can edit from My bookings after submitting.","예약 신청 후에도 마이페이지에서 수정할 수 있습니다.","يمكنك التعديل من حجوزاتي بعد الإرسال.","予約申請後もマイページから修正できます。","ui"
"Submit booking request","Submit booking request","예약 신청 제출","إرسال طلب الحجز","予約申請を送信","ui"
"My Reservations","My Reservations","예약내역","حجوزاتي","予約履歴","ui"
"My Profile","My Profile","내 프로필","ملفي الشخصي","マイプロフィール","ui"
"My Page","My Page","마이페이지","صفحتي","マイページ","ui"
"Sign out","Sign out","로그아웃","تسجيل الخروج","ログアウト","ui"
"from sign-up · locked","from sign-up · locked","가입정보 연동 · 수정 불가","من التسجيل · غير قابل للتعديل","登録情報と連携 · 変更不可","ui"
"Complete your profile so coordinators can match covered programs and confirm coverage.","Complete your profile so coordinators can match covered programs and confirm coverage.","프로필을 완성하면 코디네이터가 보장 가능한 프로그램을 매칭하고 커버리지를 확인할 수 있습니다.","أكمل ملفك الشخصي ليتمكن المنسقون من مطابقة البرامج المشمولة وتأكيد التغطية.","プロフィールを完成させると、コーディネーターが対象プログラムをマッチングし、カバー範囲を確認できます。","ui"
"Email (= account ID)","Email (= account ID)","Email (= 계정 ID)","البريد الإلكتروني (= معرّف الحساب)","Email（= アカウントID）","ui"
"※ Gender categories under review","※ Gender categories under review","※ 성별 구분 기준 논의 필요","※ فئات الجنس قيد المراجعة","※ 性別区分の基準は検討中です","ui"
"e.g. English","e.g. English","선택","مثال: الإنجليزية","選択","ui"
"Passport number","Passport number","여권번호","رقم جواز السفر","パスポート番号","ui"
"Passport copy","Passport copy","여권 사본","نسخة من جواز السفر","パスポートのコピー","ui"
"Referral code","Referral code","추천 코드","رمز الإحالة","紹介コード","ui"
"Medical / surgical history","Medical / surgical history","병력 / 수술 이력","التاريخ الطبي / الجراحي","既往歴 / 手術歴","ui"
"Save profile","Save profile","프로필 저장","حفظ الملف الشخصي","プロフィールを保存","ui"
"Any time","Any time","시간무관","أي وقت","時間指定なし","ui"
"Morning","Morning","오전","صباحًا","午前","ui"
"Afternoon","Afternoon","오후","بعد الظهر","午後","ui"
"CareBridge is reviewing your booking request.","CareBridge is reviewing your booking request.","케어브릿지이 예약 신청 내용을 확인중이에요","يقوم CareBridge بمراجعة طلب حجزك.","CareBridgeが予約申請の内容を確認しています","ui"
"CareBridge is checking the schedule with the hospital.","CareBridge is checking the schedule with the hospital.","케어브릿지이 병원과 일정을 확인중이에요","يتحقق CareBridge من الموعد مع المستشفى.","CareBridgeが病院と日程を確認しています","ui"
"Your hospital schedule is confirmed.","Your hospital schedule is confirmed.","병원 일정이 확정되었어요","تم تأكيد موعدك في المستشفى.","病院の日程が確定しました","ui"
"How was your visit? Please leave a review.","How was your visit? Please leave a review.","병원 이용 경험이 어땠는지 후기를 남겨주세요","كيف كانت زيارتك؟ يُرجى ترك تقييم.","ご来院はいかがでしたか？レビューをお寄せください","ui"
"This booking was cancelled.","This booking was cancelled.","예약이 취소되었습니다","تم إلغاء هذا الحجز.","この予約はキャンセルされました","ui"
"Draft — please continue your booking.","Draft — please continue your booking.","작성 중인 예약입니다. 이어서 작성해 주세요.","مسودة — يُرجى متابعة حجزك.","作成中の予約です。続けてご入力ください。","ui"
"My bookings","My bookings","예약 내역","حجوزاتي","予約履歴","ui"
"Booking no.","Booking no.","예약번호","رقم الحجز","予約番号","ui"
"Continue","Continue","이어서 작성","متابعة","続けて入力","ui"
"Thanks for the review","Thanks for the review","후기 감사합니다","شكرًا على تقييمك","レビューありがとうございます","ui"
"Leave a review","Leave a review","후기 남기기","اترك تقييمًا","レビューを書く","ui"
"Reservation","Reservation","예약 정보","معلومات الحجز","予約情報","ui"
"Hospital","Hospital","병원명","المستشفى","病院名","ui"
"Treatment","Treatment","시술명","العلاج","施術名","ui"
"Reservations","Reservations","예약 건수","عدد الحجوزات","予約件数","ui"
"Included","Included","포함항목","المشمول","含まれる項目","ui"
"Preferred date / time","Preferred date / time","예약희망일 / 시간대","التاريخ / الوقت المفضل","予約希望日 / 時間帯","ui"
"Preferred date 2 / time","Preferred date 2 / time","예약희망일(2) / 시간대","التاريخ المفضل (الثاني) / الوقت","予約希望日（2） / 時間帯","ui"
"Confirmed date / time","Confirmed date / time","예약 확정일 / 시간","التاريخ / الوقت المؤكد","予約確定日 / 時間","ui"
"Pending","Pending","확정 전","قيد الانتظار","確定前","ui"
"Visitor","Visitor","방문자 정보","معلومات الزائر","来院者情報","ui"
"Full name","Full name","풀네임","الاسم الكامل","フルネーム","ui"
"Email","Email","이메일","البريد الإلكتروني","メールアドレス","ui"
"Interpreter","Interpreter","통역 필요한 언어","المترجم الفوري","通訳が必要な言語","ui"
"Memo","Memo","메모","ملاحظة","メモ","ui"
"Edit request received — applied after admin approval.","Edit request received — applied after admin approval.","수정 요청이 접수되었습니다. 어드민 승인 후 반영됩니다.","تم استلام طلب التعديل — يُطبَّق بعد موافقة المسؤول.","修正リクエストを受け付けました。管理者の承認後に反映されます。","ui"
"Request edit","Request edit","수정하기","طلب تعديل","修正する","ui"
"Cancellation requested","Cancellation requested","취소 요청 접수됨","تم طلب الإلغاء","キャンセルリクエスト受付済み","ui"
"Request cancellation","Request cancellation","예약 취소 요청","طلب إلغاء","予約キャンセルをリクエスト","ui"
"Customers can't change status directly. Edits and cancellations go through admin approval.","Customers can't change status directly. Edits and cancellations go through admin approval.","고객은 예약 상태를 직접 변경할 수 없습니다. 수정·취소는 어드민 승인 절차를 거칩니다.","لا يمكن للعملاء تغيير الحالة مباشرة. تمرّ التعديلات والإلغاءات عبر موافقة المسؤول.","お客様が予約ステータスを直接変更することはできません。修正・キャンセルは管理者の承認手続きを経て行われます。","ui"
"Request an edit","Request an edit","수정 요청","طلب تعديل","修正リクエスト","ui"
"Only these fields can be edited; changes apply after admin approval.","Only these fields can be edited; changes apply after admin approval.","아래 항목만 수정 요청할 수 있으며, 어드민 승인 후 반영됩니다.","هذه الحقول فقط قابلة للتعديل؛ وتُطبَّق التغييرات بعد موافقة المسؤول.","以下の項目のみ修正リクエストが可能で、管理者の承認後に反映されます。","ui"
"Option change request","Option change request","변경을 원하는 선택항목","طلب تغيير الخيار","変更をご希望の選択項目","ui"
"Preferred date 1","Preferred date 1","예약희망일","التاريخ المفضل الأول","予約希望日","ui"
"Time 1","Time 1","시간대","الوقت الأول","時間帯","ui"
"Preferred date 2","Preferred date 2","예약희망일(2)","التاريخ المفضل الثاني","予約希望日（2）","ui"
"Time 2","Time 2","시간대(2)","الوقت الثاني","時間帯（2）","ui"
"Cancel","Cancel","취소","إلغاء","キャンセル","ui"
"Submit edit request","Submit edit request","수정 요청 보내기","إرسال طلب التعديل","修正リクエストを送信","ui"
"Practical guides on checkups, procedures and traveling to Korea for care.","Practical guides on checkups, procedures and traveling to Korea for care.","건강검진·시술·한국 의료관광에 대한 실용 가이드.","أدلة عملية حول الفحوصات والإجراءات والسفر إلى كوريا للعلاج.","健康診断・施術・韓国医療ツーリズムの実用ガイド。","ui"
"BLOG[6].author","Dr. H. Lee","이 원장","د. هـ. لي","イ・H 医師","data.js"
"BLOG[6].title","K-Beauty Dermatology: What to Know Before You Go","K-뷰티 피부과: 가기 전에 알아둘 것","جلدية الجمال الكوري: ما يجب معرفته قبل الذهاب","K-ビューティー皮膚科：行く前に知っておくこと","data.js"
"BLOG[6].excerpt","Lasers, injectables and skin-boosters — how to plan safe, effective treatments on a short trip.","레이저·주사·스킨부스터 — 짧은 일정에서 안전하고 효과적인 시술을 계획하는 법.","الليزر والحقن ومعزّزات البشرة — كيف تخطّط لعلاجات آمنة وفعّالة في رحلة قصيرة.","レーザー・注射・スキンブースター — 短い旅程で安全かつ効果的な施術を計画する方法。","data.js"
"BLOG[6].sections[0].h","Popular treatments","인기 시술","العلاجات الشائعة","人気の施術","data.js"
"BLOG[6].sections[0].p[0]","Laser toning, fractional resurfacing, injectables and skin-boosters lead the menu. Match the treatment to your recovery time — some leave redness for a few days.","레이저 토닝·프락셔널·주사·스킨부스터가 대표적입니다. 회복 시간에 맞춰 시술을 선택하세요. 일부는 며칠간 홍조가 남습니다.","يتصدّر القائمة تفتيح الليزر والتقشير الجزئي والحقن ومعزّزات البشرة. طابِق العلاج مع وقت تعافيك — فبعضها يترك احمراراً لبضعة أيام.","レーザートーニング・フラクショナル・注射・スキンブースターが代表的です。回復時間に合わせて施術を選びましょう。一部は数日間赤みが残ります。","data.js"
"BLOG[6].sections[1].h","Planning a short trip","짧은 일정 계획하기","التخطيط لرحلة قصيرة","短い旅程を計画する","data.js"
"BLOG[6].sections[1].p[0]","Book a consultation first, then space sessions across a few days. CareBridge lines up an English- or Arabic-speaking coordinator so nothing gets lost in translation.","먼저 상담을 예약하고 세션을 며칠에 나눠 배치하세요. 케어브릿지은 영어·아랍어 코디네이터를 배정해 소통 착오를 막습니다.","احجز استشارة أولاً، ثم وزّع الجلسات على عدة أيام. ويوفّر CareBridge منسّقاً يتحدّث الإنجليزية أو العربية حتى لا يضيع شيء في الترجمة.","まず相談を予約し、セッションを数日に分けて配置します。CareBridge は英語・アラビア語対応のコーディネーターを手配し、伝達の行き違いを防ぎます。","data.js"
"BLOG[7].author","Dr. S. Park","박 원장","د. س. بارك","パク・S 医師","data.js"
"BLOG[7].title","Hair Transplant in Korea: Methods and Recovery","한국 모발이식: 방법과 회복","زراعة الشعر في كوريا: الطرق والتعافي","韓国の毛髪移植：方法と回復","data.js"
"BLOG[7].excerpt","FUE vs. FUT, realistic graft counts, and what the first two weeks actually look like.","FUE와 FUT 비교, 현실적인 모낭 수, 그리고 첫 2주 실제 경과.","مقارنة بين FUE وFUT، وأعداد واقعية للبصيلات، وما يبدو عليه الأسبوعان الأولان فعلاً.","FUEとFUTの比較、現実的な移植株数、そして最初の2週間の実際。","data.js"
"BLOG[7].sections[0].h","FUE vs. FUT","FUE와 FUT","FUE مقابل FUT","FUEとFUT","data.js"
"BLOG[7].sections[0].p[0]","FUE extracts individual follicles with no linear scar and a faster return to normal; FUT can move more grafts in one session. Your density goals decide the method.","FUE는 모낭을 하나씩 채취해 선형 흉터가 없고 회복이 빠릅니다. FUT는 한 번에 더 많은 모낭을 옮길 수 있습니다. 원하는 밀도가 방법을 결정합니다.","يستخرج FUE البصيلات فردياً دون ندبة خطية ومع عودة أسرع إلى الحياة الطبيعية؛ بينما يمكن لـ FUT نقل عدد أكبر من البصيلات في جلسة واحدة. وأهداف الكثافة لديك هي التي تحدّد الطريقة.","FUEは毛包を一つずつ採取するため線状の傷跡がなく、回復が早いです。FUTは一度により多くの株を移植できます。希望する密度が方法を決めます。","data.js"
"BLOG[7].sections[1].h","The first two weeks","첫 2주","الأسبوعان الأولان","最初の2週間","data.js"
"BLOG[7].sections[1].p[0]","Expect mild swelling and scabbing that settles within 10–14 days. CareBridge schedules a follow-up check and arranges a cap-friendly recovery stay.","가벼운 부기와 딱지가 10~14일 내 가라앉습니다. 케어브릿지은 경과 확인을 예약하고 모자 착용이 편한 회복 숙소를 마련합니다.","توقّع تورّماً خفيفاً وقشوراً تهدأ خلال 10–14 يوماً. ويحجز CareBridge موعد متابعة ويرتّب إقامة تعافٍ مناسبة لارتداء القبعة.","軽い腫れとかさぶたが10〜14日以内に落ち着きます。CareBridge は経過確認を予約し、帽子を着用しやすい回復用の宿泊先を手配します。","data.js"
"BLOG[8].author","CareBridge Editorial","케어브릿지 편집팀","فريق تحرير CareBridge","CareBridge 編集部","data.js"
"BLOG[8].title","Cancer Screening Packages Explained","암 검진 패키지 완전 정리","شرح باقات الكشف عن السرطان","がん検診パッケージ徹底解説","data.js"
